Математика для всех,Coursera,https://www.coursera.org/learn/matematika-dlya-vseh
Основы статистики. Часть 1,Stepik,https://stepik.org/course/76
Основы статистики. Часть 2,Stepik,https://stepik.org/course/524
Основы статистики. Часть 3,Stepik,https://stepik.org/course/2152
